"","species","year","date","Site","n_files"
"1","HIF",2025,2025-07-03,"DrivingTransects",1
"2","LACI",2025,2025-06-23,"HHLRP1",1
"3","LACI",2025,2025-06-25,"HHLRP1",1
"4","LANO",2025,2025-06-09,"foorp1",2
"5","LANO",2025,2025-06-10,"DrivingTransects",5
"6","LANO",2025,2025-06-10,"foofr2",1
"7","LANO",2025,2025-06-10,"fooms1",1
"8","LANO",2025,2025-06-10,"foorp1",1
"9","LANO",2025,2025-06-11,"DrivingTransects",10
"10","LANO",2025,2025-06-11,"foofr2",1
"11","LANO",2025,2025-06-11,"fooms1",1
"12","LANO",2025,2025-06-12,"fooms1",2
"13","LANO",2025,2025-06-13,"HHLLK1",7
"14","LANO",2025,2025-06-13,"HHLMS1",4
"15","LANO",2025,2025-06-13,"HHLRP1",4
"16","LANO",2025,2025-06-14,"HHLLK1",186
"17","LANO",2025,2025-06-14,"HHLMS1",1
"18","LANO",2025,2025-06-14,"HHLRP1",2
"19","LANO",2025,2025-06-14,"foofr2",11
"20","LANO",2025,2025-06-14,"foorp1",1
"21","LANO",2025,2025-06-15,"HHLLK1",34
"22","LANO",2025,2025-06-15,"HHLMS1",1
"23","LANO",2025,2025-06-15,"HHLRP1",1
"24","LANO",2025,2025-06-15,"foofr2",7
"25","LANO",2025,2025-06-15,"foorp1",1
"26","LANO",2025,2025-06-16,"HHLLK1",10
"27","LANO",2025,2025-06-16,"foofr2",1
"28","LANO",2025,2025-06-17,"HHLLK1",243
"29","LANO",2025,2025-06-17,"HHLRP1",1
"30","LANO",2025,2025-06-18,"HHLLK1",1
"31","LANO",2025,2025-06-20,"DrivingTransects",10
"32","LANO",2025,2025-06-20,"HHLLK1",196
"33","LANO",2025,2025-06-20,"HHLMS1",2
"34","LANO",2025,2025-06-20,"HHLRP1",10
"35","LANO",2025,2025-06-21,"DrivingTransects",3
"36","LANO",2025,2025-06-21,"HHLLK1",56
"37","LANO",2025,2025-06-21,"HHLMS1",2
"38","LANO",2025,2025-06-21,"HHLRP1",42
"39","LANO",2025,2025-06-22,"HHLLK1",3
"40","LANO",2025,2025-06-22,"HHLRP1",187
"41","LANO",2025,2025-06-23,"HHLLK1",29
"42","LANO",2025,2025-06-23,"HHLRP1",55
"43","LANO",2025,2025-06-23,"TLLLK2",4
"44","LANO",2025,2025-06-24,"HHLMS1",3
"45","LANO",2025,2025-06-24,"HHLRP1",44
"46","LANO",2025,2025-06-24,"STKRP2",6
"47","LANO",2025,2025-06-25,"HHLMS1",2
"48","LANO",2025,2025-06-25,"HHLRP1",396
"49","LANO",2025,2025-06-25,"STKBE3",2
"50","LANO",2025,2025-06-25,"TLLLK2",1
"51","LANO",2025,2025-06-26,"HHLRP1",24
"52","LANO",2025,2025-06-26,"STKBE3",4
"53","LANO",2025,2025-06-26,"STKRP2",2
"54","LANO",2025,2025-06-26,"TLLLK2",4
"55","LANO",2025,2025-06-27,"TLLLK2",2
"56","LANO",2025,2025-06-29,"STKBE3",1
"57","LANO",2025,2025-06-30,"MVAFR1",1
"58","LANO",2025,2025-06-30,"STKBE3",3
"59","LANO",2025,2025-06-30,"STKRP2",26
"60","LANO",2025,2025-06-30,"TLLLK2",1
"61","LANO",2025,2025-06-30,"doube2",1
"62","LANO",2025,2025-06-30,"doums1",1
"63","LANO",2025,2025-07-01,"DrivingTransects",5
"64","LANO",2025,2025-07-01,"MVAWT2",2
"65","LANO",2025,2025-07-01,"TLLLK2",1
